"y"	"x1"	"x2"	"x3"
"1"	106.492808059635	50.4511712370657	27.866614056869	51.975581879248
"2"	104.794562240973	48.1714955859996	26.0202429888303	51.8130546408669
"3"	104.180293974996	48.3050668076987	25.6423131327899	53.772739346648
"4"	106.041953346107	49.1921536909936	26.4445982143862	52.1403324833006
"5"	106.168625453815	49.7234531273539	27.9652567552808	52.9908339318778
"6"	105.468750860009	48.8542550679048	26.3154552661221	52.1659924640122
"7"	104.877855146338	48.6890311867119	27.1264533095099	53.6224167508311
"8"	105.271278550481	49.38263552415	27.3109937200013	52.6522598510856
"9"	106.552741779995	50.6721476919355	27.1962077664313	51.0262124575164
"10"	104.698206353267	48.7168865920595	27.0118467670688	53.7629529678007
"11"	105.765230873061	49.8348691528727	27.9004575901848	52.9341852609851
"12"	103.866809523519	47.8448851579113	27.2586125129871	53.1977184077597
"13"	105.335714852721	48.9228525424641	25.9052938392014	52.8282257206346
"14"	103.557523573805	47.9453147747624	26.6837278703645	54.2748399097559
"15"	104.836851597024	48.9834507775725	27.0078695870508	52.8249811943173
"16"	104.943487057347	49.4553209653075	26.8872921740931	53.4453332934568
"17"	104.225873286386	48.9380167733803	27.5592824805444	54.3493971614647
"18"	103.0307617701	48.3852778093511	27.3649584704912	55.7077746899741
"19"	105.547840789876	49.2586004098096	26.8209240722693	53.2133415340854
"20"	104.081553080983	47.9873673528205	25.9422275527165	53.2252150434687
"21"	104.948084043134	50.4353068432412	29.0031729739173	53.6126896626926
"22"	104.372069781504	49.6113975616188	27.9210432054366	53.5271879200792
"23"	104.690320100887	49.2741195739963	28.6855916894135	53.1575189176548
"24"	104.528588643593	49.0640923550367	27.4585922951348	53.001337671296
"25"	105.537201134325	48.9337342995744	26.8527736975742	53.0942381279708
"26"	106.867550203846	51.2440734296565	28.5108273363254	52.1361020798908
"27"	104.683999282499	49.3202211969202	26.8468106950251	52.065559958743
"28"	106.201096238543	49.8135662124272	25.9357898091505	51.9255254382063
"29"	104.101273294369	48.2438250414985	27.6465681030749	53.1586417778429
"30"	104.203172907621	47.9511706176955	25.8981873190694	52.809439586536
"31"	103.123849154175	47.5332483594258	27.0617060898137	53.5464363504274
"32"	105.929240120978	50.4757194002137	26.9037748311755	52.3602610798908
"33"	105.402707192071	49.1214346665697	27.2023809722729	52.1134296764758
"34"	104.799033170993	49.5226417063564	26.6112926178197	52.3259191393949
"35"	105.553772482851	49.3379222570477	26.4122879822715	53.1762537514977
"36"	104.778247797288	49.3341530065561	27.3764323216902	53.5238116267427
"37"	104.785319385843	49.9344298473849	27.4427246027078	52.3430274576924
"38"	104.7358415654	48.9945058844404	26.5070183193443	53.7304232747049
"39"	105.204643285993	49.0190253506235	27.2457441590841	51.337522714577
"40"	105.336406420902	49.3566256540954	27.4267453266876	53.0326099285046
"41"	104.443849087852	49.4637938131679	27.5623114955343	53.2079700585855
"42"	105.316767751823	50.272751858999	29.3833573839066	52.2981218924045
